duration_seconds,perf_accuracy,perf_precision,perf_recall,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,num_mutated_params
0.24716265527899803,0.0,0.9024864443112213,0.34026407635982747,-0.025783539050640646,0.1962362983718153,-0.011854529134463923,2.008953362155308,0.5977134444335829,-0.6952642693836025,0.5531901174686503,0.15161550061582893,0.3788615117780186,-0.6612740425791592,-1.8183380448322994,-0.9288770543825489
0.35008940060220795,0.0,0.9024864443112213,0.34026407635982747,0.9176767879916509,0.4065576452399057,0.8865219075106371,0.46461988407634386,0.5557811753913959,-1.9741128423592205,0.36055386313726573,0.4240874438901458,0.5472444059015824,-1.4659088130572213,0.6856028693629959,-0.9288770543825489
-0.1003298384722046,0.0,0.7550481279184043,-1.0850405287509324,-0.3209961428529661,-0.15191126883599929,-0.3107081991617325,0.6253370090894147,0.5667451172969217,-0.49018541642663305,-0.06681267996235354,0.5591150830702486,0.5472444059015824,-0.6778254394933638,-1.8183380448322994,-0.16622010446845617
0.3165154088907299,0.0,0.8367630211539226,-1.0583206427280538,0.038399003302668946,0.27722514550784705,0.05345263752669345,0.2899631522804024,0.5671298170129058,-0.4808824442662866,0.28877777918593944,0.4162702128022048,0.5472444059015824,-0.6093393833505475,-0.9836910734338677,-0.16622010446845617
0.32100544451083535,0.0,1.243731830905745,3.315580441975796,0.03714354348312193,0.279504610463259,0.052418053349442835,0.189950663278333,0.5798249076403562,-0.4831565041277046,0.27178964122426497,0.3343421240983308,0.5472444059015824,-0.5425476112441547,-0.14904410203543594,-0.16622010446845617
0.32402804631933807,0.0,0.8565516516984776,-0.7287036120074784,0.043421751675584645,0.29252334037229283,0.059126645143477354,0.31976988008309776,0.5811713566462979,-0.48212284055433285,0.30105489117048123,0.4650087402016183,0.5472444059015824,-0.5913163680105055,-1.8183380448322994,-0.16622010446845617
0.3176800456558624,0.0,0.9569051783087449,-0.24768107080110624,0.03495717066197046,0.26388756186993134,0.04938509264515348,0.2562994677137057,0.5923276484098152,-0.4831565041277046,0.28201501055047523,0.4453743092825676,0.5472444059015824,-0.6047313080953,-0.9836910734338677,-0.16622010446845617
-0.05333253352456721,0.0,0.7550481279184043,-1.0850405287509324,0.39975143040796646,-0.03130993397779523,0.3730790178894413,0.2321871714595903,0.547702481355745,-1.9695647226363846,-0.07815820238129523,0.45668769046469904,0.5472444059015824,-1.580789914939919,-0.9836910734338677,-0.16622010446845617
0.3576167205428325,0.0,0.9865881241255773,1.5874002230988626,0.9292618366595695,0.40462417050094,0.8972694715811512,0.263949585510773,0.6059844883272254,-1.9708051189244307,0.3257657637283289,0.5070285314498243,0.5472444059015824,-1.3741226075656354,0.6856028693629959,-0.16622010446845617
0.35964338305075044,0.0,1.1518622456802599,2.0149829922594797,0.9271281913326497,0.3935049947214162,0.8945687207177848,0.12244844978341919,0.5702074147407721,-1.96935798992171,0.29981817029646285,0.46383099867574146,0.5472444059015824,-1.357350541599141,-1.8183380448322994,-0.16622010446845617
