source,target,weight,strength,source_category,target_category
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.7099999785423279,0.7099999785423279,energy,energy
energy_cpu_pkg_joules,energy_cpu_total_joules,0.4599999785423279,0.4599999785423279,energy,energy
energy_cpu_pkg_joules,energy_gpu_min_watts,0.429999977350235,0.429999977350235,energy,energy
energy_cpu_pkg_joules,energy_gpu_total_joules,0.699999988079071,0.699999988079071,energy,energy
energy_cpu_ram_joules,energy_gpu_total_joules,0.5399999618530273,0.5399999618530273,energy,energy
energy_cpu_total_joules,energy_cpu_pkg_joules,0.5399999618530273,0.5399999618530273,energy,energy
energy_cpu_total_joules,energy_cpu_ram_joules,0.7299999594688416,0.7299999594688416,energy,energy
energy_cpu_total_joules,energy_gpu_min_watts,0.4399999976158142,0.4399999976158142,energy,energy
energy_cpu_total_joules,energy_gpu_total_joules,0.6899999976158142,0.6899999976158142,energy,energy
energy_gpu_avg_watts,energy_gpu_max_watts,0.550000011920929,0.550000011920929,energy,energy
energy_gpu_avg_watts,energy_gpu_min_watts,0.3799999952316284,0.3799999952316284,energy,energy
energy_gpu_max_watts,energy_gpu_avg_watts,0.449999988079071,0.449999988079071,energy,energy
energy_gpu_max_watts,energy_gpu_total_joules,0.4899999797344208,0.4899999797344208,energy,energy
energy_gpu_min_watts,energy_gpu_avg_watts,0.6200000047683716,0.6200000047683716,energy,energy
energy_gpu_total_joules,energy_cpu_ram_joules,0.429999977350235,0.429999977350235,energy,energy
energy_gpu_total_joules,energy_gpu_max_watts,0.4699999988079071,0.4699999988079071,energy,energy
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.5600000023841858,0.5600000023841858,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.6100000143051147,0.6100000143051147,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_min_watts,0.6699999570846558,0.6699999570846558,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.5,0.5,mediator,mediator
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.3499999940395355,0.3499999940395355,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.5,0.5,mediator,mediator
energy_gpu_util_avg_percent,energy_cpu_ram_joules,0.7899999618530273,0.7899999618530273,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.4199999868869781,0.4199999868869781,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.6899999976158142,0.6899999976158142,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_total_joules,0.7999999523162842,0.7999999523162842,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.5799999833106995,0.5799999833106995,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.6299999952316284,0.6299999952316284,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.75,0.75,mediator,mediator
energy_gpu_util_max_percent,energy_gpu_avg_watts,0.4899999797344208,0.4899999797344208,mediator,energy
energy_gpu_util_max_percent,energy_gpu_max_watts,0.5099999904632568,0.5099999904632568,mediator,energy
energy_gpu_util_max_percent,energy_gpu_total_joules,0.4599999785423279,0.4599999785423279,mediator,energy
is_parallel,energy_gpu_avg_watts,0.6599999666213989,0.6599999666213989,mode,energy
is_parallel,energy_gpu_max_watts,0.8299999833106995,0.8299999833106995,mode,energy
is_parallel,energy_gpu_temp_avg_celsius,0.6599999666213989,0.6599999666213989,mode,mediator
is_parallel,energy_gpu_temp_max_celsius,0.6399999856948853,0.6399999856948853,mode,mediator
is_parallel,energy_gpu_util_max_percent,0.8399999737739563,0.8399999737739563,mode,mediator
hyperparam_kfold_x_is_parallel,energy_gpu_min_watts,0.3499999940395355,0.3499999940395355,interaction,energy
