energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,hyperparam_l2_regularization,perf_best_val_accuracy,perf_test_accuracy,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel
2.6190349905551984,2.602479634083092,2.618165226085453,-1.725577955198205,1.8500433891313204,2.433220920104035,2.6419466082670255,-1.833944479402602,-1.7976717937303675,1.7157260280837408,1.3639522971679836,0,2025-11-23T04:06:31.337579,,1.1804561771851347,,,0.4586719876487791,0.4598423440078925,,0.0,
0.39425897636087803,0.5038807706847289,0.40245810749295224,-1.7494818539516082,1.8406903568883992,1.601667775610653,-0.29777117446178,-1.8481464246162747,-1.7976717937303675,1.708683842599733,1.3639522971679836,0,2025-11-23T04:32:18.924804,,-1.5059522212253458,,,0.5541032728015459,0.5552934897486393,,-0.0,
1.7213472143171002,1.7541880256331501,1.7240240885674165,-1.7553105120010615,1.8615548134303006,0.5374820398689059,1.4471588031643627,-1.850789600143253,-1.7976717937303675,1.709705095930441,1.3639522971679836,0,2025-11-23T05:14:39.684302,2.4596323755061844,,,,0.824491914067775,0.8257384026808119,0.0,,
1.7294472108423178,1.7785241073293423,1.7333315396484854,-1.656778473089888,1.8536407092247504,1.7270148395286387,1.494870765550055,-1.7801355222745459,-1.7976717937303675,1.7101590279002328,1.3639522971679836,0,2025-11-23T05:57:05.362359,-0.6578236441882653,,,,-0.1934417942286076,-0.192407151887358,-0.0,,
1.7139798958464902,1.7531827314608328,1.71712845464404,-1.6893911639479766,1.8324165206735064,0.5049712740112148,1.467402160615228,-1.846203619777478,-1.4591788860050563,1.6993036262626655,1.3639522971679836,0,2025-11-23T06:39:23.009354,,,,0.7408603117379513,1.5879421952900676,1.589347568606945,,,0.0
1.7166054753128275,1.743318904482949,1.718826433086067,-1.61428889336723,1.8532809772154077,2.0784923415234515,1.4967089293911002,-1.7934681152220913,-1.7976717937303675,1.7162524344827503,1.3639522971679836,0,2025-11-23T07:21:40.148278,,,,-0.8511509928835039,-1.306806787677757,-1.3060038521962747,,,-0.0
1.8306212836079345,1.865163544190081,1.8334396081540811,-1.6344156908578522,1.856518565299497,2.332076315213441,1.6328780087016126,-1.8105951130652078,-1.4591788860050563,1.7161962262216284,1.3639522971679836,0,2025-11-23T08:05:18.525426,,,5398.0,,0.17237813219041087,0.15758038249544828,,,
1.8318062690470311,1.8621028713387195,1.834309304429266,-1.689214323757775,1.8396111608603687,1.5333951673095025,1.6126323624864165,-1.8121186066693185,-1.4591788860050563,1.7103857605984825,1.3639522971679836,0,2025-11-23T08:48:57.677410,,,1733.0,,0.315525059919595,0.3007571011066025,,,
1.531471170333595,1.5909148149485228,1.536098512628812,-1.7038165362043796,1.8241426844586135,1.775419757583423,1.1754983095111433,-1.7783530019555953,-1.7976717937303675,1.7134091075586653,1.3639522971679836,1,2025-11-23T09:29:04.788813,,-0.232395647164081,,,-0.1298209374600738,-0.12877305472683748,,-0.232395647164081,
1.9042952670908666,1.9251203835019168,1.9061045438130015,-1.792416924075859,1.8799011459068002,2.2038394054414376,1.6383883041568204,-1.8318265382686378,-1.7976717937303675,1.7143146049303581,1.3639522971679836,1,2025-11-23T10:13:53.761133,,0.22528874663918605,,,-0.3047782935735135,-0.3037668219182406,,0.22528874663918605,
1.820459444369762,1.8440175296446575,1.8224602473331115,-1.83219947710329,1.8500433891313204,2.286200012280921,1.5187060524988898,-1.776498777647809,-1.7976717937303675,1.715530073805077,1.3639522971679836,1,2025-11-23T10:57:44.246243,-0.23335729379954234,,,,0.04513641865336589,0.04622071246456566,-0.23335729379954234,,
1.8520556612774475,1.8791580353413473,1.854324151360897,-1.8344175443628954,1.8277400045520458,2.2641649376440425,1.5486524355358058,-1.7369209059923796,-1.7976717937303675,1.717254361925202,1.3639522971679836,1,2025-11-23T11:41:52.605457,-1.1259876873310635,,,,-0.06620008069156261,-0.06513895756633958,-1.1259876873310635,,
1.8494057191175528,1.8625980533691429,1.8506403294469824,-1.8407788275041097,1.8540004412340934,2.331353853749936,1.533402208169971,-1.6923319569913846,-1.7976717937303675,1.7199606220024726,1.3639522971679836,1,2025-11-23T12:25:53.465469,,,,1.6263699266026006,1.746994337211368,1.7484328115082124,,,1.6263699266026006
1.834250126782735,1.8521370219324564,1.8358314577952517,-1.8434505160953216,1.8284594685707314,1.8032345239283367,1.5069580159967941,-1.6717828759286726,-1.7976717937303675,1.711538783999933,1.3639522971679836,1,2025-11-23T13:09:39.651688,,,,-0.9206788758526817,-1.1954702883328512,-1.1946441821653921,,,-0.9206788758526817
1.9298956653587005,1.9259738882076216,1.9298697710469543,-1.8832972279124682,1.876303825813368,1.9209957424795276,1.615645520708006,-1.6877436252989078,-1.4591788860050563,1.718151383893169,1.3639522971679836,1,2025-11-23T13:54:37.471566,,,7470.0,,-0.05029486649942351,-0.03332190898606802,,,
1.9391103549612756,1.9214475760802827,1.9380647726195652,-1.8281064445776618,1.8601158853929272,1.154464129701528,1.645561100791864,-1.618840199658745,-1.4591788860050563,1.7142722633353493,1.3639522971679836,1,2025-11-23T14:39:39.819979,,,248.0,,0.17237813219041087,0.17348890678558407,,,
-1.0747595246578214,-0.9498119277645384,-1.0656237784038827,-0.5845102620366137,-1.1245805961270805,-1.0616864095977325,-1.7100429913874649,-1.019586956944851,-1.1206859782797451,-1.1849770401361353,-1.5121287711256806,0,2025-11-27T04:35:43.422450,0.447659007826923,-1.7646434003315403,,-0.4026368850230178,-0.6387877916082764,-0.6378458320109337,0.0,-0.0,-0.0
-0.6045435634626197,-0.5791544920570011,-0.602740323192455,0.15730746962990633,-0.8929131821101004,-0.7983492061504363,-0.49717385282560494,-0.07633894953798662,-0.4437001628291228,-1.0998830676114983,-1.7817613712782117,0,2025-11-27T04:56:09.669198,0.447659007826923,0.22528874663918605,,-0.4026368850230178,0.25190420315106116,0.2530315282362178,0.0,0.0,-0.0
-0.6399920813655215,-0.6183286162025181,-0.638470530049038,0.4594878871681063,-0.6824699566443645,-0.7618649022434725,-0.5354337907785718,0.10987054895275439,-0.10520725510381163,-1.051847704277962,-1.6918838378940346,0,2025-11-27T05:15:52.572943,1.7126414462945403,0.10589281782094247,,-0.4026368850230178,0.5063876302251737,0.5075679168782772,0.0,0.0,-0.0
-0.6389183256011091,-0.6149494343064619,-0.6372253335325904,0.45149661581397527,-0.6896645968312278,-0.772701824196036,-0.5324795682380895,0.13962966842764954,0.23328565262149953,-1.062428269857146,-1.4222512377415037,0,2025-11-27T05:35:37.378238,2.0299099475493256,0.10589281782094247,,-0.4026368850230178,-0.2888730793813744,-0.28785829762810483,0.0,0.0,-0.0
-0.6250527578595784,-0.6036050379411305,-0.6235451812175947,0.6507058234390327,-0.5687946416919333,-0.7694507476102668,-0.47034085681428894,0.19650186859800836,0.23328565262149953,-0.7500023625099262,-0.9728635708206186,0,2025-11-27T05:55:36.886113,0.447659007826923,0.10589281782094247,8202.0,-0.4026368850230178,0.013325990269110287,0.014403663884316707,0.0,0.0,-0.0
-0.6292641090434529,-0.6127024525302184,-0.6281201459985141,0.718395618421058,-0.5062012720662281,-0.7633098251704806,-0.46484133762439417,0.2469033605075635,0.23328565262149953,-0.725990211631568,-0.9728635708206186,0,2025-11-27T06:15:30.881648,0.447659007826923,0.10589281782094247,7551.0,-0.4026368850230178,0.4745772018408956,0.4757508682980056,0.0,0.0,-0.0
-0.6394139666290563,-0.6240791974704014,-0.6383625575522888,0.47028457894079234,-0.6921827208966296,-0.7795652080993262,-0.529131964330842,0.14280671846940218,0.23328565262149953,-1.0584913753857892,-1.6918838378940346,0,2025-11-27T06:35:15.995527,0.447659007826923,0.10589281782094247,,-0.8080545687667646,-1.068228574795806,-1.0673759878443736,0.0,0.0,-0.0
-0.6321179389912337,-0.6127671496799219,-0.6307671361285776,0.3451885638036116,-0.7644888547745997,-0.7745079778547964,-0.5297178879956609,0.111615749526622,-0.10520725510381163,-1.1073414141448443,-1.5121287711256806,0,2025-11-27T06:55:10.989816,0.447659007826923,0.10589281782094247,,1.8091040024104716,1.3334587682159775,1.334811179964908,0.0,0.0,0.0
-0.07933261575149461,-0.23479147100014527,-0.0908941139714857,0.894274174822098,-0.22992708889069766,-0.36017632853511417,0.6697252637251522,0.39618417744964607,0.5717785603468107,-0.2899079784441683,-0.07408823697884848,1,2025-12-04T17:21:53.238953,0.447659007826923,1.5386439636398654,,-0.4026368850230178,1.0153544843733537,1.016640694162351,0.447659007826923,1.5386439636398654,-0.4026368850230178
-0.4714943009786638,-0.5282477886479314,-0.4757759449646379,0.8629292596111591,-0.24467610127376715,-0.2854015670624249,-0.26523648507934877,0.7222336854805489,0.5717785603468107,-0.2843403029432524,-0.07408823697884848,1,2025-12-04T17:43:32.381943,-0.5090654954152409,0.10589281782094247,,-0.4026368850230178,0.69725020053073,0.6984702083597935,-0.5090654954152409,0.10589281782094247,-0.4026368850230178
-0.47969813849281484,-0.5389302834047569,-0.4841650751701024,0.87203502004147,-0.23496333702150313,-0.29623848901498895,-0.28605136605290193,0.7316500442433955,0.5717785603468107,-0.2636818160754871,0.015789296405328532,1,2025-12-04T18:05:02.282073,0.447659007826923,0.10589281782094247,,-0.8428770284550602,-0.7501242909531823,-0.7492055020418164,0.447659007826923,0.10589281782094247,-0.8428770284550602
-0.4594984701205612,-0.527244982827526,-0.46459524501873684,0.7871175499696016,-0.2892828704323165,-0.29118125877045925,-0.26635530936901075,0.7942075252863433,0.9102714680721219,0.06464880453894466,0.3752994299420366,1,2025-12-04T18:26:48.031617,0.447659007826923,0.10589281782094247,7442.0,-0.4026368850230178,0.7290606289149856,0.7461957812301783,0.447659007826923,0.10589281782094247,-0.4026368850230178
-0.9747189162252535,-0.8855626814050614,-0.9682287037635201,0.3564472108151961,-0.5151945722998066,-0.9197227320191488,-1.3770185330313236,-0.1209494102833289,-0.10520725510381163,-0.7623325310078901,-0.8829860374364416,0,2025-12-05T22:01:57.119834,1.496627908696768,-1.3467576494676878,7666.0,-0.6828936104445117,-0.6387877916082764,-0.6378458320109337,0.0,-0.0,-0.0
0.27931698632216956,0.28097171808487215,0.2794783581177672,0.2500103482470132,-0.5702335697293066,-0.7712569012690272,0.9852107303997589,0.47393204871778344,0.5717785603468107,-1.0774538455331293,-1.1526186375889726,0,2025-12-30T23:34:59.929627,0.4009476967678097,2.036127000382547,1467.0,-0.8630563796622956,-1.2272807167171067,-1.226461230745641,0.0,0.0,-0.0
-0.4980079008664821,-0.40781155612280806,-0.4913748277098774,0.14595298076004212,-0.7860727753351888,-0.560659384657541,-0.6681551327430243,0.6125133049352159,0.5717785603468107,-1.0151169870392793,-1.2424961709731497,0,2025-12-30T23:53:07.238985,-1.3003165516810988,-0.41148954039144636,475.0,2.0843552952253694,1.3970796249844888,1.3666282285451572,-0.0,-0.0,0.0
0.041518325945938774,0.06056345915624965,0.042939089939932826,0.127387412546576,-0.6950605769713751,-0.5292323109951064,0.4045456923273676,0.7613299877513505,0.9102714680721219,-1.0217135835772917,-1.1526186375889726,0,2025-12-31T00:19:52.358648,-0.6988342317172385,1.2600534630639637,7029.0,-0.7122632050370277,-1.7044371424810312,-1.7514425323198506,-0.0,0.0,-0.0
-0.07797689176328636,-0.06171664213542566,-0.07677948328772188,-0.36391735377101664,-0.8846393458952077,-0.5093646207487398,0.010429918317409047,0.8469080974429365,0.9102714680721219,-1.0469465350363925,-0.9728635708206186,0,2025-12-31T00:44:23.747487,-0.2844707702798496,0.7426711048515748,9042.0,-0.8524094631662583,-1.338617216062035,-1.3378209007765463,-0.0,0.0,-0.0
0.24123450179613198,0.22053711520599467,0.2397298734455243,-0.4524886100333009,-0.9414770033714237,-0.5017787753819455,0.5670661734911043,0.8595108454935065,0.9102714680721219,-1.0860641665242845,-1.1526186375889726,0,2025-12-31T01:13:46.504728,-1.5785109160169766,1.5983419280489872,5793.0,0.1720430196541584,0.6336293437622188,0.6189275869091598,-0.0,0.0,0.0
0.07766617297046476,0.04488684211269021,0.07524135490914359,-0.3403403582473682,-0.8522634650543252,-0.19328773046563427,0.14147216556075573,0.8550390427309961,0.9102714680721219,-0.4527607920228316,0.28542189655785954,1,2025-12-31T01:40:50.031016,-1.025354490265584,0.3645839969271369,4708.0,2.8453034991263535,1.0789753411418876,1.0643662670327356,-1.025354490265584,0.3645839969271369,2.8453034991263535
-0.3798065019405243,-0.3422111346752911,-0.3770654177311763,-0.279932339283706,-0.8198875842134435,-0.2138778821755054,-0.7041655014691945,0.865469783034065,0.9102714680721219,-0.4769553471161942,0.19554436317368257,1,2025-12-31T02:00:45.113951,1.6249785691212366,-0.829375291255299,9992.0,1.7506576037074868,1.1266909837182597,1.1120918399031203,1.6249785691212366,-0.829375291255299,1.7506576037074868
-0.3333350633681412,-0.2877460880325245,-0.329993661490042,-0.3959449684637031,-0.7724029589801488,-0.19978988363717268,-0.6588861140903547,0.8377409668387726,0.9102714680721219,-0.5137486969744495,0.10566682978950555,1,2025-12-31T02:21:13.333321,-1.6204128449699344,-0.7696773268461771,2705.0,-0.7115872635506071,-1.2590911451013849,-1.2582782793259126,-1.6204128449699344,-0.7696773268461771,-0.7115872635506071
0.1782713169332527,0.1530803832323672,0.17642415650310056,-0.3675492899633386,-0.8299600804750514,-0.2084594211992234,0.2252252996257196,0.8758192535782019,0.9102714680721219,-0.5838746723291893,0.10566682978950555,1,2025-12-31T02:49:03.336118,0.2736075097471633,0.38448331839684413,3821.0,0.022902126249171286,0.8403971282599141,0.8575554512610835,0.2736075097471633,0.38448331839684413,0.022902126249171286
0.8360067307458015,0.6943964580983865,0.8256001036398023,-0.5762424521414071,-1.0152220652867663,-0.19509388412439477,1.2292589991573428,0.8489151066443266,0.9102714680721219,-0.6495109413212283,0.3752994299420366,1,2025-12-31T03:25:54.269288,0.9327283048903927,1.737637178336938,8189.0,0.3438711121889349,1.2698379114474438,1.2870856070945234,0.9327283048903927,1.737637178336938,0.3438711121889349
-0.8550497648595652,-0.7847172434805639,-0.8499416905398524,0.3664471846620991,-0.6436188996353063,-0.8113535124935126,-1.0823940087121227,-0.02145215577415763,-0.4437001628291228,-0.7670026679613426,-0.9728635708206186,0,2026-01-07T12:06:42.519258,-0.7791458169544353,-0.8492746127250062,9751.0,0.3886134558868605,0.8085866998756585,0.793921354100563,-0.0,-0.0,0.0
-0.32992668260061453,-0.38220641495166097,-0.33385645151500676,0.922077823523366,-0.35043731202064937,-0.600394765150274,0.3327007129014392,0.6477856468012534,0.5717785603468107,-0.6885389545900653,-0.8829860374364416,0,2026-01-07T12:31:21.186424,1.8925539778969422,1.3595500704125,7147.0,-0.12111682145594939,0.6495345579543352,0.6507446354894088,0.0,0.0,-0.0
-0.7853399111291625,-0.7328873615122624,-0.781550727838722,0.5915009165558338,-0.5626791975331004,-0.4432593968381018,-0.8988181355913349,0.8213429680208991,0.5717785603468107,-0.6672626722991463,-0.8829860374364416,0,2026-01-07T12:47:06.532376,0.544956431714059,-0.5507847906793972,7414.0,0.2232447856953103,0.9835440559890982,0.9689151212919661,0.0,-0.0,0.0
-0.46072718859153566,-0.4840347518812705,-0.4625223209886835,0.38203219899076885,-0.6828296886537083,-0.5021400061136972,-0.12481659824351776,0.8155388284455839,0.5717785603468107,-0.6761479844149465,-0.8829860374364416,0,2026-01-07T13:09:09.927479,-1.3708065624401644,0.7824697477909894,4320.0,-0.8825831693646883,-2.1974987824370946,-2.228698261023698,-0.0,0.0,-0.0
-0.8699801021260815,-0.81882757148582,-0.8662991540285193,0.9629416868517321,-0.20150826015259113,-0.3110489490168258,-1.2000053101250754,0.24858627163197464,0.5717785603468107,0.03138783772953981,0.28542189655785954,1,2026-01-10T05:11:30.768188,-1.2049665564744314,-1.3268583279979804,6982.0,-0.08611528613392325,0.3950511308802453,0.4121167711375077,-1.2049665564744314,-1.3268583279979804,-0.08611528613392325
-0.07109542930435907,-0.2175223087331132,-0.08198471902997322,0.851299450691657,-0.1497068508071795,-0.2994895656007576,0.6518140617467768,0.723364180438891,0.9102714680721219,0.14713876779801469,0.4651769633262136,1,2026-01-10T05:40:09.879676,-1.2933752063980224,1.5187446421701583,8373.0,-0.800270525127036,-1.3227120018698961,-1.3219123764864105,-1.2933752063980224,1.5187446421701583,-0.800270525127036
-0.5802713313820851,-0.6024753261732296,-0.5820009142492488,0.8354401281913197,-0.1802840716013449,-0.29226495096571564,-0.5450893245050491,0.7870977716823044,0.9102714680721219,0.09678766340973828,0.5550544967103906,1,2026-01-10T05:59:44.904812,0.7977854995195255,-0.31199293304291004,2554.0,-0.24644639758144307,1.1744066262946544,1.159817412773505,0.7977854995195255,-0.31199293304291004,-0.24644639758144307
-0.4457127800628253,-0.5058899467215217,-0.4502452564781895,0.76484577534776,-0.18747871178820927,-0.25578064705875125,-0.24826882619011942,0.8313844168351189,0.9102714680721219,0.11232290716462123,0.5550544967103906,1,2026-01-10T06:21:41.210119,0.01907688041415351,0.16559078223006427,7360.0,-0.8320792807715369,-1.306806787677757,-1.3060038521962747,0.01907688041415351,0.16559078223006427,-0.8320792807715369
-0.8862394043567347,-0.8350765094690649,-0.882559922969584,0.7297936519630096,-0.4148293416930716,-0.27673202950037423,-1.2712383311921054,0.7697406152910655,0.5717785603468107,0.09402905564763603,0.3752994299420366,1,2026-01-10T06:35:50.039674,-0.823969754314677,-1.3865562924071022,8672.0,2.286587705257595,-0.9091764328744829,-0.9082907449430837,-0.823969754314677,-1.3865562924071022,2.286587705257595
-0.7609604432581334,-0.7443337803059724,-0.7598297675509251,0.8136548698804116,-0.23604253304953154,-0.2864852592576813,-0.9712774575056816,0.7810459325520136,0.9102714680721219,0.09960643839473377,0.3752994299420366,1,2026-01-10T06:52:12.011145,0.5471181125216786,-0.9487712200735425,1025.0,-0.046952251824002665,-0.3365887219577691,-0.3355838704984896,0.5471181125216786,-0.9487712200735425,-0.046952251824002665
-0.8000340101458555,-0.7748982068370901,-0.7982764810765746,0.8146048776276992,-0.2727351980025309,-0.24024772559340984,-1.0610289660161885,0.7877478769447441,0.9102714680721219,0.08836422823816945,0.3752994299420366,1,2026-01-10T07:07:52.724549,0.8724078031026294,-1.0880664703614933,7971.0,-0.8305633997554004,-0.7819347193374379,-0.7651140263319521,0.8724078031026294,-1.0880664703614933,-0.8305633997554004
-0.7824886772061049,-0.7612819451763985,-0.7810206642288253,0.766574703601278,-0.2806493022080809,-0.31538371779785085,-1.029444304555127,0.7426437098926073,0.5717785603468107,0.07773911781706944,0.4651769633262136,1,2026-01-10T07:23:51.304894,-1.504487371235257,-1.0283685059523715,5368.0,-0.8058187490031015,-2.2293092108213726,-2.228698261023698,-1.504487371235257,-1.0283685059523715,-0.8058187490031015
-0.9797901506751798,-0.9063105596446168,-0.9744654096416675,0.862239678541872,-0.23820092510559046,-0.24205387925217087,-1.4762733724413164,0.7681829196896635,0.5717785603468107,0.08805447415690514,0.3752994299420366,1,2026-01-10T07:36:19.863697,-0.42329562471855775,-1.7248447573921257,5255.0,-0.7845985965588003,-1.911204926978749,-1.8946192509310047,-0.42329562471855775,-1.7248447573921257,-0.7845985965588003
0.040302387904371524,-0.14868702980041718,0.026266028759569363,0.7636248030391788,-0.24323717323639388,-0.24855603242370877,0.8820912170775395,0.8326565459415308,0.9102714680721219,0.11446246012294828,0.3752994299420366,1,2026-01-10T08:06:53.986744,-1.0731981943447162,1.876932428624889,409.0,-0.5426074293629787,-0.4956408638790923,-0.5105776376898927,-1.0731981943447162,1.876932428624889,-0.5426074293629787
-0.7278205901111122,-0.7202614639124179,-0.7273590728821623,0.9253428501584734,-0.21301968445157127,-0.2695074148653317,-0.8784513755977608,0.7740071303171396,0.9102714680721219,0.10462189952440969,0.4651769633262136,1,2026-01-10T08:23:50.919819,-0.0523895957080101,-0.829375291255299,3439.0,2.807235846868856,1.0789753411418876,1.0802747913228714,-0.0523895957080101,-0.829375291255299,2.807235846868856
-0.7995086146806948,-0.7747439290185661,-0.7977785873544078,0.9609393922058345,-0.19827067206850174,-0.2615603387667851,-1.0390051406580476,0.7615782790898038,0.9102714680721219,0.059432841878179786,0.3752994299420366,1,2026-01-10T08:39:32.208212,-1.0033775603223065,-1.0880664703614933,4040.0,-0.5273235518810563,-1.3863328586384298,-1.4014549979370443,-1.0033775603223065,-1.0880664703614933,-0.5273235518810563
-0.41302004225084604,-0.47892367705468775,-0.4179734974369988,0.9125330691938792,-0.15366390290995244,-0.24169264852041855,-0.14027844094337721,0.782093758330952,0.9102714680721219,0.10927492349201191,0.4651769633262136,1,2026-01-10T09:02:04.953277,-0.5243374537657305,0.28498671104830786,3388.0,0.6743982896278158,0.9199231992205644,0.9052810241314682,-0.5243374537657305,0.28498671104830786,0.6743982896278158
-0.5061993573396449,-0.5480301863457564,-0.5093770229298462,0.9229407125837888,-0.20654450828339457,-0.25867049291276817,-0.3533538158684455,0.7946021554479866,0.9102714680721219,0.10632858651625829,0.3752994299420366,1,2026-01-10T09:22:59.952563,-0.6845883929535246,-0.03340243246700838,2883.0,-0.8030699054340976,-1.7680579992495649,-1.7832595809001222,-0.6845883929535246,-0.03340243246700838,-0.8030699054340976
-0.06567093579785013,-0.22805052567141468,-0.07774476480403561,0.843133069518994,-0.16409613118090416,-0.2854015670624249,0.6587061986575938,0.7947195110517044,0.9102714680721219,0.11624285047130595,0.4651769633262136,1,2026-01-10T09:51:42.502704,0.25526124122610366,1.5187446421701583,9805.0,0.48651864170051295,1.0471649127576093,1.0643662670327356,0.25526124122610366,1.5187446421701583,0.48651864170051295
-0.8512853293165229,-0.8073786643401982,-0.8481401768269697,0.9370049030854884,-0.20186799216193393,-0.2615603387667851,-1.1669344777016872,0.7654307183772633,0.9102714680721219,0.08826514717419773,0.4651769633262136,1,2026-01-10T10:06:27.992636,-1.1342830151186123,-1.2671603635888586,8649.0,-0.7181499969676925,-0.8296503619138326,-0.8287481234924501,-1.1342830151186123,-1.2671603635888586,-0.7181499969676925
-0.7149247374508512,-0.7112362115287687,-0.7147490315452211,0.7453206725976784,-0.25474859753537404,-0.24711110949670057,-0.8758654533817408,0.7017314601797023,0.9102714680721219,0.11712655023080791,0.4651769633262136,1,2026-01-10T10:23:37.892424,0.7097702883981141,-0.7895766483158844,8899.0,-0.20576050644418248,0.8881127708363088,0.8734639755511966,0.7097702883981141,-0.7895766483158844,-0.20576050644418248
-0.6469454337398641,-0.661581149131272,-0.6481218661368761,0.8350894403687406,-0.2989956346845805,-0.28467910559892085,-0.704935289200711,0.7885140685985159,0.9102714680721219,0.12033762104263568,0.3752994299420366,1,2026-01-10T10:41:59.338218,0.19045989079693854,-0.5507847906793972,3237.0,-0.6003013784622219,-0.3683991503420473,-0.36740091907876116,0.19045989079693854,-0.5507847906793972,-0.6003013784622219
0.07894481499381095,-0.1172939820827115,0.06437514334846565,0.7711596070688891,-0.2522304734699723,-0.2796218753543911,0.9715436603841198,0.8298555578473029,0.9102714680721219,0.12474690964255318,0.3752994299420366,1,2026-01-10T11:13:13.709251,-0.9718096291110533,2.01622767891284,6252.0,-0.012879102325637668,0.5381980586094294,0.5552934897486393,-0.9718096291110533,2.01622767891284,-0.012879102325637668
-0.5264347709753968,-0.5695867789566066,-0.5297133838543655,0.8093942397752907,-0.31230571903027676,-0.2778157216956306,-0.4282767064730997,0.76810972687797,0.5717785603468107,0.10839637272970816,0.3752994299420366,1,2026-01-10T11:33:43.461156,1.3288634028439694,-0.11299971834583743,8543.0,-0.9217144615689774,-2.3724561385505343,-2.3241494067644446,1.3288634028439694,-0.11299971834583743,-0.9217144615689774
