energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,model_hrnet18,model_pcb,hyperparam_dropout,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_map,perf_rank1,perf_rank5,hyperparam_dropout_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel
-0.9605531440373263,-0.8050682859355885,-0.9512876990397973,0.7431656956173286,-0.025936158058744115,-0.8129541303814101,-0.7224832830838834,-0.7123243296926877,-0.5290328347271033,0.00019087414619193088,0.5389157427693717,0,2025-11-18T23:01:27.340848,False,False,0.43915702112809946,0.2411770828415083,-0.004664344966067646,1334.0,0.17062294543978834,0.18722843790960778,-0.09079937122870331,0.0,0.0,-0.0
-0.5880546040921645,-0.3896143309825142,-0.5756855246646474,1.5013391227837007,-1.4801033850584926,-0.7892184944176296,0.1167225531363284,0.5886401056765322,-0.5290328347271033,-1.1470549783751771,-1.4015775573219975,0,2025-11-19T00:13:04.690345,True,False,0.43915702112809946,0.2411770828415083,-0.004664344966067646,1334.0,0.060318585597104575,-0.19613536221107708,-0.15402426758181556,0.0,0.0,-0.0
-0.46427192793277544,-0.3449455251109123,-0.4569284930761909,0.6131859781092743,1.1296823187611251,-0.81047428781803,-0.0011731778958159347,0.013169209657498555,0.05688525104592679,0.8436217363370145,0.6410469690899702,0,2025-11-19T01:25:45.050848,False,True,0.43915702112809946,0.2411770828415083,-0.004664344966067646,1334.0,0.7447679423646377,0.8645173970090899,0.762417411879989,0.0,0.0,-0.0
0.2861258068569512,-0.18213323859655692,0.25599929540902605,0.4371415661142353,1.096137515370127,-0.9312780469769729,-0.006830558981489041,0.07871321181347185,0.05688525104592679,0.8033599282416818,0.5389157427693717,1,2025-11-19T04:47:23.246728,False,True,0.43915702112809946,0.2411770828415083,-0.004664344966067646,1334.0,0.7446377743685988,0.8645173970090899,0.762417411879989,0.43915702112809946,0.2411770828415083,-0.004664344966067646
0.544023619309066,0.05596006919095431,0.5128325239698976,0.2806166484847692,-1.5635460834935997,-0.9309237837536329,0.37782873741616607,0.41713854600029754,-0.5290328347271033,-1.8042724567526638,-1.9122336889249893,1,2025-11-19T06:11:31.988365,True,False,0.43915702112809946,0.2411770828415083,-0.004664344966067646,1334.0,0.060318585597104575,-0.19613536221107708,-0.15402426758181556,0.43915702112809946,0.2411770828415083,-0.004664344966067646
-0.3326768585919553,-0.5594740477583976,-0.34767020213111244,0.23493166834359364,-0.005389965981757672,-0.934112152763693,-0.589225633782069,-0.3036800979175434,0.05688525104592679,-0.2504682690020349,0.6410469690899702,1,2025-11-19T07:49:34.861156,False,False,0.43915702112809946,0.2411770828415083,-0.004664344966067646,1334.0,0.17062294543978834,0.18722843790960778,-0.09079937122870331,0.43915702112809946,0.2411770828415083,-0.004664344966067646
-1.589988328101741,-1.6304978377535606,-1.593971445993852,1.497000421961164,-0.6377095099020652,-0.8044518130212499,-1.7237883004207526,0.9949082500898235,0.05688525104592679,-0.9247318501279865,-1.299446331001399,0,2025-11-21T15:07:25.782887,False,False,,,-1.0494776173652205,,-0.15328709590141704,-0.13226291589030553,-0.5016547583044919,,,-0.0
-1.3712153307483625,-1.3950853471792992,-1.3739326976483726,1.5058848746780176,-0.5798447240525944,-0.770619675192279,-1.379787679807826,0.9669399032492215,0.05688525104592679,-0.8586858210735824,-1.7079712362837927,0,2025-11-21T15:44:45.847453,False,False,,0.11136649630326173,,,-0.5560268756432962,-0.65619774679511,-0.37520496559826744,,0.0,
-1.373407229453085,-1.3847811354067419,-1.3753159889089535,1.470398492594535,-0.5341399294323588,-0.767254174570549,-1.3868014107734203,0.9523813599409929,0.05688525104592679,-0.8351182110060311,-1.4015775573219975,0,2025-11-21T16:22:00.363945,False,False,-1.0140123510668415,,,,-0.18611546450222746,-0.24726775185330913,0.13038132678774855,-0.0,,
-0.9299593774330442,-0.8146377126903812,-0.9232727621902787,0.05730017568014578,-0.025516848016357025,-0.7780592028824193,-0.7907664197165767,-0.6589512630367946,-0.5290328347271033,0.0062394226619339604,0.5389157427693717,0,2025-11-21T17:17:27.156194,False,False,,,,9598.0,-0.4175020942595532,-0.3494894904057547,-0.4384298619513797,,,
